"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1968","Archie Reynolds","Cubs","7","2","0","2","0","0",".500","1.000",".500",".500","1.000",".673","350","0.0","0.5","0.1","0.1","22","1","1.500","0.5","0.0","0.1","","","1010861"
"1979","Tom Wiedenbauer","Astros","4","6","0","0","2","0",".167","1.000",".667",".667",".833",".668","337","0.0","1.7","-0.1","0.2","20","4","1.500","1.7","0.0","-0.1","0.08","-0.03","1013925"
"1963","Claude Raymond","Braves","45","6","0","0","1","0",".500",".667",".500",".667","1.000",".667","347","0.0","1.6","0.4","0.3","26","2","1.667","1.6","0.0","0.4","","","1010732"
"1978","Pedro Guerrero","Dodgers","5","8","0","3","1","0",".250",".625",".625",".625",".875",".665","334","0.0","2.1","0.9","0.3","22","5","1.500","2.1","1.0","-0.1","0.12","-0.03","1005120"
"1986","Don Robinson","Pirates","50","6","0","1","1","0",".167",".800",".667",".667",".833",".665","333","0.0","1.6","0.6","0.2","29","4","1.500","1.6","0.0","0.6","0.11","-0.03","1011061"
"1957","Glen Gorbous","Phillies","3","3","0","1","1","0",".500",".500",".500",".667","1.000",".664","314","0.0","0.8","0.0","0.1","26","1","1.667","0.8","","0.0","","","1004871"
"1969","Lloyd Allen","Angels","4","2","0","0","0","0",".500",".500",".500",".500","1.000",".658","319","0.0","0.5","0.2","0.1","19","1","1.500","0.5","0.0","0.2","","","1000152"
"1983","Chico Walker","Red Sox","4","5","0","2","1","0",".800",".400",".400",".400","1.200",".656","313","0.0","1.3","0.9","0.2","25","2","1.600","1.3","1.0","-0.1","0.07","-0.08","1013509"
"1977","Mike Caldwell","Reds","14","5","0","1","0","0",".500",".500",".500",".600","1.000",".653","311","0.0","1.3","0.4","0.2","28","2","1.600","1.3","0.0","0.4","-0.01","-0.03","1001830"
"1976","Fred Andrews","Phillies","4","9","0","1","0","1",".000",".667",".667",".778",".667",".653","312","-0.2","1.9","-0.9","0.2","24","4","1.444","2.1","-1.0","0.1","0.20","-0.09","1000251"
"1972","Don Durham","Cardinals","14","14","2","3","4","0",".429",".625",".500",".500",".929",".652","314","0.0","3.3","0.9","0.5","23","7","1.429","3.3","0.0","0.9","","","1003588"
"1960","Fred Green","Pirates","45","9","2","3","2","0",".750",".500",".375",".444","1.125",".651","315","0.0","2.3","0.6","0.3","26","3","1.569","2.3","0.0","0.6","","","1004993"
"1976","Tucker Ashford","Padres","4","6","0","0","0","2",".200",".600",".600",".667",".800",".651","318","0.4","1.9","1.0","0.3","21","3","1.467","1.5","1.0","0.0","0.26","-0.03","1000337"
"1983","Greg Minton","Giants","73","13","1","4","3","0",".364",".625",".545",".615",".909",".650","323","0.0","3.3","1.2","0.5","31","6","1.524","3.3","0.0","1.2","0.28","-0.04","1008986"
"1978","Luis Silverio","Royals","8","14","0","7","3","1",".364",".750",".545",".615",".909",".649","320","-0.2","3.3","-0.4","0.4","21","6","1.524","3.4","0.0","-0.4","0.18","-0.12","1011974"
"1966","Don Wilson","Astros","1","2","0","0","0","0",".500",".500",".500",".500","1.000",".645","313","0.0","0.5","0.1","0.1","21","1","1.500","0.5","0.0","0.1","","","1014071"
"1957","Don Rudolph","White Sox","5","2","0","0","0","0",".500",".500",".500",".500","1.000",".644","311","0.0","0.5","0.1","0.1","25","1","1.500","0.5","0.0","0.1","","","1011285"
"1961","George Witt","Pirates","9","3","0","0","0","0",".500",".500",".500",".500","1.000",".639","294","0.0","0.7","0.2","0.1","27","1","1.500","0.7","0.0","0.2","","","1014172"
"1962","Brian McCall","White Sox","4","8","2","2","3","0",".750",".250",".375",".375","1.125",".637","295","0.0","1.9","1.0","0.3","19","3","1.500","1.9","1.0","0.0","","","1008356"
"1974","Ken Macha","Pirates","5","5","0","1","1","0",".200",".600",".600",".600",".800",".634","304","0.0","1.2","0.0","0.1","23","3","1.400","1.2","0.0","0.0","0.05","-0.09","1007908"
"1971","Camilo Pascual","Indians","9","6","0","0","0","0",".200",".750",".600",".600",".800",".629","301","0.0","1.3","0.4","0.2","37","3","1.400","1.3","0.0","0.4","","","1010039"
"1965","Pete Craig","Senators","3","4","0","1","0","0",".000",".667",".667",".750",".667",".621","303","0.0","0.9","0.3","0.1","24","2","1.417","0.9","0.0","0.3","","","1002722"
"1979","German Barranca","Royals","5","5","0","3","0","3",".200",".600",".600",".600",".800",".620","287","0.2","1.3","0.9","0.2","22","3","1.400","1.1","1.0","-0.1","0.05","-0.26","1000587"
"1982","Greg Walker","White Sox","11","19","2","3","7","0",".588",".417",".412",".474","1.000",".616","288","0.0","4.2","-0.4","0.5","22","7","1.474","4.2","","-0.4","0.35","-0.24","1013520"
"1981","Woodie Fryman","Expos","35","5","0","0","0","0",".000",".667",".667",".667",".667",".611","295","0.0","1.1","0.4","0.2","41","2","1.333","1.1","0.0","0.4","0.01","-0.02","1004381"
"1966","Al Spangler","Angels","6","11","0","2","0","0",".000",".857",".667",".727",".667",".611","310","0.0","2.6","0.9","0.4","32","6","1.394","2.5","1.0","-0.1","","","1012302"
"1978","Roy Lee Jackson","Mets","4","3","0","0","0","0",".000",".667",".667",".667",".667",".609","298","0.0","0.7","0.2","0.1","24","2","1.333","0.7","0.0","0.2","0.07","-0.06","1006311"
"1971","Jose Pena","Dodgers","21","3","0","1","0","0",".000","1.000",".667",".667",".667",".608","296","0.0","0.6","0.2","0.1","28","2","1.333","0.6","0.0","0.2","","","1010148"
"1978","Alfredo Griffin","Indians","5","6","0","1","0","0",".250",".667",".500",".667",".750",".606","291","0.0","1.3","0.1","0.2","20","2","1.417","1.3","0.0","0.1","-0.02","-0.10","1005036"
"1970","Gene Garber","Pirates","14","3","0","1","0","0",".000",".667",".667",".667",".667",".605","271","0.0","0.6","0.2","0.1","22","2","1.333","0.6","0.0","0.2","","","1004493"
"1970","Jose Santiago","Red Sox","9","3","0","1","0","0",".000",".667",".667",".667",".667",".605","278","0.0","0.6","0.2","0.1","29","2","1.333","0.6","0.0","0.2","","","1011443"
"1984","Terry Forster","Braves","25","3","0","1","1","0",".000","1.000",".667",".667",".667",".605","290","0.0","0.6","0.3","0.1","32","2","1.333","0.6","0.0","0.3","-0.01","-0.04","1004236"
"1960","Al Worthington","- - -","10","3","0","1","0","0",".000","1.000",".667",".667",".667",".604","277","0.0","0.6","0.2","0.1","31","2","1.333","0.6","0.0","0.2","","","1014260"
"1982","Bob Skube","Brewers","4","3","0","0","0","0",".000",".667",".667",".667",".667",".603","287","0.0","0.7","-0.1","0.1","24","2","1.333","0.7","0.0","-0.1","0.17","0.00","1012045"
"1967","Bobby Locke","Angels","9","3","0","0","0","0",".000",".667",".667",".667",".667",".602","306","0.0","0.7","0.2","0.1","33","2","1.333","0.6","0.0","0.2","","","1007687"
"1967","John Upham","Cubs","8","3","0","1","0","0",".000",".667",".667",".667",".667",".602","286","0.0","0.6","0.2","0.1","25","2","1.333","0.6","0.0","0.2","","","1013289"
"1958","John DeMerit","Braves","3","3","0","1","0","0",".000",".667",".667",".667",".667",".601","274","0.0","0.7","0.0","0.1","22","2","1.333","0.7","0.0","0.0","","","1003191"
"1976","Don Werner","Reds","3","5","0","0","1","0",".250",".667",".500",".600",".750",".596","276","0.0","1.0","-0.9","0.0","23","2","1.350","1.0","-1.0","0.1","0.11","-0.02","1013788"
"1966","Darrell Sutherland","Mets","31","3","0","1","0","0",".000","1.000",".667",".667",".667",".594","279","0.0","0.6","0.2","0.1","24","2","1.333","0.6","0.0","0.2","","","1012737"
"1961","Tim Harkness","Dodgers","5","11","0","4","0","1",".250",".571",".500",".636",".750",".590","258","0.2","2.4","-0.1","0.3","23","4","1.386","2.2","0.0","-0.1","","","1005366"
"1970","Milt May","Pirates","5","5","0","1","2","0",".250",".500",".500",".600",".750",".589","260","0.0","1.0","0.0","0.1","19","2","1.350","1.0","","0.0","","","1008304"
"1958","Babe Birrer","Dodgers","16","8","0","0","0","0",".143",".800",".571",".625",".714",".586","254","0.0","1.5","0.6","0.2","28","4","1.339","1.5","0.0","0.6","","","1000984"
"1986","John Gibbons","Mets","8","22","1","4","1","0",".368",".615",".474",".545",".842",".583","282","0.0","4.7","0.3","0.6","24","9","1.388","4.7","0.0","0.3","0.22","-0.16","1004659"
"1970","Jim Lonborg","Red Sox","9","9","1","2","1","0",".444",".500",".444",".444",".889",".582","262","0.0","1.7","0.7","0.3","28","4","1.333","1.7","0.0","0.7","","","1007724"
"1961","Frank Zupo","Orioles","5","5","0","1","0","0",".250",".667",".500",".600",".750",".578","260","0.0","1.0","0.1","0.1","21","2","1.350","1.0","0.0","0.1","","","1014464"
"1971","Lance Clemons","Royals","10","9","1","4","1","0",".714",".200",".286",".375","1.000",".578","270","0.0","1.7","0.6","0.3","23","2","1.375","1.7","0.0","0.6","","","1002343"
"1986","Pat Dodson","Red Sox","9","15","1","3","3","0",".417",".500",".417",".533",".833",".572","256","0.0","2.8","-1.2","0.2","26","5","1.367","2.8","-1.0","-0.2","-0.18","-0.42","1003353"
"1958","Jim Constable","- - -","30","7","0","0","0","0",".143",".800",".571",".571",".714",".570","258","0.0","1.3","0.5","0.2","25","4","1.286","1.3","0.0","0.5","","","1002546"
"1974","Lew Krausse","Braves","29","10","1","1","2","0",".500",".333",".333",".500",".833",".569","253","0.0","1.7","0.6","0.3","31","2","1.333","1.7","0.0","0.6","0.38","-0.06","1007146"
"1985","Duane Kuiper","Giants","9","8","0","0","0","0",".000",".600",".600",".667",".600",".568","275","0.0","1.6","0.0","0.2","35","3","1.267","1.6","","0.0","0.03","-0.09","1007207"
"1966","Charlie Lau","Orioles","18","17","0","1","5","0",".333",".500",".500",".588",".833",".567","278","0.0","3.3","0.0","0.4","33","6","1.422","3.3","","0.0","","","1007379"
"1976","Rich Chiles","Astros","5","4","0","1","0","0",".250",".500",".500",".500",".750",".567","264","0.0","0.7","0.0","0.1","26","2","1.250","0.7","0.0","0.0","0.07","-0.02","1002192"
"1958","Leo Burke","Orioles","7","12","1","4","4","0",".364",".500",".455",".500",".818",".567","268","0.0","2.3","-2.0","0.1","24","5","1.318","2.3","-2.0","0.0","","","1001688"
"1977","Mickey Mahler","Braves","5","9","0","1","0","0",".167",".600",".500",".625",".667",".562","244","0.0","1.6","0.7","0.3","24","3","1.292","1.6","0.0","0.7","0.04","-0.08","1007987"
"1976","Doug Clarey","Cardinals","9","4","1","2","2","0",".750",".000",".250",".250","1.000",".562","255","0.0","0.7","-1.0","0.0","22","1","1.250","0.7","-1.0","0.0","0.39","-0.10","1002262"
"1976","Craig Reynolds","Pirates","7","4","1","1","1","0",".750",".000",".250",".250","1.000",".562","255","0.0","0.7","0.1","0.1","23","1","1.250","0.7","0.0","0.1","-0.08","-0.09","1010867"
"1985","Curt Ford","Cardinals","11","16","0","2","3","1",".167",".545",".500",".625",".667",".562","270","0.2","3.3","-0.1","0.4","24","6","1.292","3.1","0.0","-0.1","0.59","-0.09","1004215"
"1971","John Young","Tigers","2","4","0","1","1","0",".250",".500",".500",".500",".750",".559","256","0.0","0.7","0.0","0.1","22","2","1.250","0.7","0.0","0.0","","","1014382"
"1970","Danny Murphy","White Sox","51","8","1","3","1","0",".500",".333",".333",".500",".833",".556","247","0.0","1.4","0.0","0.2","27","2","1.333","1.4","0.0","0.0","","","1009354"
"1967","Lou Clinton","Yankees","6","5","0","1","2","0",".250",".667",".500",".600",".750",".555","274","0.0","0.9","0.0","0.1","29","2","1.350","0.9","0.0","0.0","","","1002358"
"1980","Enrique Romo","Pirates","75","15","1","2","4","0",".273",".500",".455",".538",".727",".553","256","0.0","2.6","1.2","0.5","32","5","1.266","2.6","0.0","1.2","-0.05","-0.10","1011175"
"1986","Dave Sax","Red Sox","4","11","1","1","1","0",".364",".444",".455",".455",".818",".553","244","0.0","1.9","0.1","0.2","27","5","1.273","1.9","0.0","0.1","0.02","-0.24","1011479"
"1981","Dave Stewart","Dodgers","32","6","0","2","1","0",".400",".400",".400",".500",".800",".553","259","0.0","1.0","0.4","0.2","24","2","1.300","1.0","0.0","0.4","-0.02","-0.02","1012519"
"1975","Joe Lis","Indians","9","18","2","4","8","0",".615",".222",".308",".444",".923",".551","253","0.0","3.1","0.6","0.4","28","4","1.368","3.1","1.0","-0.4","0.48","-0.12","1007653"
"1969","Rick Dempsey","Twins","5","7","0","1","0","0",".167",".500",".500",".571",".667",".550","243","0.0","1.2","0.1","0.2","19","3","1.238","1.2","0.0","0.1","","","1003203"
"1960","Deron Johnson","Yankees","6","4","0","0","0","0",".250",".500",".500",".500",".750",".549","242","0.0","0.7","0.0","0.1","21","2","1.250","0.7","0.0","0.0","","","1006444"
"1982","Ron Pruitt","Giants","5","5","0","1","2","0",".250",".667",".500",".600",".750",".549","261","0.0","0.9","0.0","0.1","30","2","1.350","0.9","0.0","0.0","0.73","-0.01","1010554"
"1974","Roger Freed","Reds","6","7","1","1","3","0",".500",".250",".333",".429",".833",".549","248","0.0","1.2","0.0","0.1","28","2","1.262","1.2","0.0","0.0","0.18","-0.13","1004314"
"1981","Scott Loucks","Astros","10","8","0","2","0","1",".000","1.000",".571",".625",".571",".547","259","0.2","1.6","1.0","0.3","24","4","1.196","1.4","1.0","0.0","0.52","-0.04","1007764"
"1959","Earl Wilson","Red Sox","9","8","0","0","4","0",".250",".571",".500",".500",".750",".547","240","0.0","1.3","0.6","0.2","24","4","1.250","1.3","0.0","0.6","","","1014073"
"1958","Ed Roebuck","Dodgers","32","4","0","2","0","0",".250",".667",".500",".500",".750",".546","229","0.0","0.6","0.3","0.1","26","2","1.250","0.6","0.0","0.3","","","1011118"
"1962","Tom Satriano","Angels","10","19","2","4","6","0",".421",".375",".421",".421",".842",".546","240","0.0","3.3","-0.9","0.3","21","8","1.263","3.3","-1.0","0.1","","","1011454"
"1973","Buddy Hunter","Red Sox","13","12","0","3","2","0",".143",".500",".429",".636",".571",".546","245","0.0","2.0","0.0","0.2","25","3","1.208","2.0","0.0","0.0","","","1006198"
"1975","Charlie Sands","Athletics","3","3","0","0","0","0",".000","1.000",".500",".667",".500",".546","255","0.0","0.5","-0.1","0.1","27","1","1.167","0.5","","-0.1","0.10","-0.01","1011427"
"1965","Jerry Moses","Red Sox","4","4","1","1","1","0",".750",".000",".250",".250","1.000",".545","245","0.0","0.7","0.0","0.1","18","1","1.250","0.7","","0.0","","","1009242"
"1980","Orlando Isales","Phillies","3","6","0","1","3","0",".400",".400",".400",".500",".800",".544","252","0.0","1.0","-0.1","0.1","20","2","1.300","1.0","0.0","-0.1","-0.06","-0.16","1006282"
"1979","Matt Alexander","Pirates","44","13","0","16","1","13",".154",".538",".538",".538",".692",".544","244","2.2","4.4","0.9","0.6","32","7","1.231","2.2","1.0","-0.1","0.88","-0.53","1000126"
"1960","Eddie Fisher","Giants","3","5","0","1","1","0",".000",".750",".600",".600",".600",".543","246","0.0","0.9","0.4","0.1","23","3","1.200","0.9","0.0","0.4","","","1004085"
"1980","Bob Dernier","Phillies","10","8","0","5","1","3",".000",".571",".571",".625",".571",".543","252","0.6","2.0","1.0","0.3","23","4","1.196","1.4","1.0","0.0","0.31","-0.09","1003220"
"1959","Don Williams","Pirates","6","3","0","0","0","0",".667",".333",".333",".333","1.000",".542","233","0.0","0.5","0.2","0.1","27","1","1.333","0.5","0.0","0.2","","","1013992"
"1977","Gene Locklear","Yankees","1","5","0","1","2","0",".000",".600",".600",".600",".600",".541","248","0.0","0.9","-1.0","0.0","27","3","1.200","0.9","-1.0","0.0","0.17","-0.05","1007692"
"1957","Dave Jolly","Braves","23","5","0","1","2","0",".000",".750",".600",".600",".600",".541","242","0.0","0.9","0.4","0.1","32","3","1.200","0.9","0.0","0.4","","","1006519"
"1973","Curt Motton","Orioles","5","7","1","2","4","0",".500",".250",".333",".429",".833",".541","250","0.0","1.2","-0.1","0.1","32","2","1.262","1.2","0.0","-0.1","","","1009262"
"1973","Gary Neibauer","Braves","16","5","1","1","1","0",".750",".000",".250",".250","1.000",".541","237","0.0","0.8","0.4","0.1","28","1","1.250","0.8","0.0","0.4","","","1009486"
"1959","Gordy Coleman","Indians","6","16","0","5","2","0",".133",".615",".533",".563",".667",".541","243","0.0","2.8","-2.2","0.1","24","8","1.229","2.7","-2.0","-0.2","","","1002422"
"1961","Danny Murphy","Cubs","4","14","2","3","3","0",".462",".500",".385",".429",".846",".540","229","0.0","2.3","-1.2","0.2","18","5","1.275","2.3","-1.0","-0.2","","","1009354"
"1957","Paul LaPalme","White Sox","36","7","0","0","1","0",".000",".667",".500",".667",".500",".540","243","0.0","1.2","0.5","0.2","33","2","1.167","1.2","0.0","0.5","","","1007335"
"1980","Gary Ward","Twins","13","46","1","11","10","0",".317",".514",".463",".489",".780",".540","236","0.0","7.3","-1.4","0.8","26","19","1.269","7.3","-1.0","-0.4","1.30","-0.47","1013611"
"1985","Al Holland","Pirates","38","7","0","1","0","0",".400",".667",".400",".500",".800",".539","252","0.0","1.2","0.6","0.2","32","2","1.300","1.2","0.0","0.6","0.00","-0.04","1005947"
"1982","Sparky Lyle","Phillies","34","3","0","0","1","0",".000","1.000",".500",".667",".500",".537","249","0.0","0.5","0.3","0.1","37","1","1.167","0.5","0.0","0.3","0.09","0.00","1007859"
"1982","Bill Scherrer","Reds","6","4","0","0","0","0",".000",".500",".500",".667",".500",".537","248","0.0","0.7","0.3","0.1","24","1","1.167","0.7","0.0","0.3","-0.01","-0.08","1011552"
"1972","Chris Zachary","Tigers","25","3","0","0","0","0",".000","1.000",".500",".667",".500",".535","259","0.0","0.5","0.2","0.1","28","1","1.167","0.5","0.0","0.2","","","1014404"
"1969","Frank Bertaina","- - -","17","14","1","2","3","0",".333",".444",".417",".462",".750",".535","236","0.0","2.2","1.1","0.4","25","5","1.212","2.2","0.0","1.1","","","1000912"
"1957","Ray Shearer","Braves","2","3","0","1","0","0",".000","1.000",".500",".667",".500",".535","238","0.0","0.5","0.0","0.1","27","1","1.167","0.5","0.0","0.0","","","1011840"
"1984","Jamie Quirk","- - -","4","4","1","1","2","0","1.000",".000",".333",".250","1.333",".535","248","0.0","0.6","0.0","0.1","29","1","1.583","0.6","0.0","0.0","0.38","-0.12","1010621"
"1964","Julio Gotay","Pirates","3","3","0","1","0","0",".000",".500",".500",".667",".500",".529","244","0.0","0.5","0.0","0.1","25","1","1.167","0.5","","0.0","","","1004897"
"1981","Ron Reed","Phillies","39","6","0","1","1","0",".167",".600",".500",".500",".667",".527","238","0.0","0.9","0.4","0.2","38","3","1.167","0.9","0.0","0.4","-0.01","-0.04","1010773"
"1965","John Boccabella","Cubs","6","13","2","2","4","0",".500",".250",".333",".385",".833",".526","234","0.0","2.0","-0.1","0.3","24","4","1.218","2.0","0.0","-0.1","","","1001104"
"1967","Carroll Hardy","Twins","11","9","1","1","2","0",".375",".333",".375",".444",".750",".526","247","0.0","1.4","0.0","0.2","34","3","1.194","1.4","0.0","0.0","","","1005349"
"1957","Ted Williams","Red Sox","132","546","38","96","87","0",".343",".367",".388",".526",".731",".524","223","0.1","79.0","-3.4","9.7","38","163","1.257","78.8","2.0","-5.4","","","1014040"
"1986","Tim Stoddard","Padres","30","4","1","1","1","0",".750",".000",".250",".250","1.000",".524","239","0.0","0.6","0.4","0.1","33","1","1.250","0.6","0.0","0.4","0.07","-0.02","1012556"
